日期(年/月),單位,全國發電量_總計,全國發電量_抽蓄水力,全國發電量_火力_合計,全國發電量_火力_燃煤,全國發電量_火力_燃油,全國發電量_火力_燃氣,全國發電量_核能,全國發電量_再生能源_合計,全國發電量_再生能源_慣常水力,全國發電量_再生能源_地熱,全國發電量_再生能源_太陽光電,全國發電量_再生能源_風力,全國發電量_再生能源_生質能,全國發電量_再生能源_廢棄物,台電發電量_合計,台電發電量_抽蓄水力,台電發電量_火力_小計,台電發電量_火力_燃煤,台電發電量_火力_燃油,台電發電量_火力_燃氣,台電發電量_核能,台電發電量_再生能源_小計,台電發電量_再生能源_慣常慣常水力,台電發電量_再生能源_地熱,台電發電量_再生能源_太陽光電,台電發電量_再生能源_風力,民營電廠發電量_合計,民營電廠發電量_火力_小計,民營電廠發電量_火力_燃煤,民營電廠發電量_火力_燃氣,民營電廠發電量_再生能源_小計,民營電廠發電量_再生能源_慣常水力,民營電廠發電量_再生能源_地熱,民營電廠發電量_再生能源_太陽光電,民營電廠發電量_再生能源_風力,自用發電設備發電量_合計,自用發電設備發電量_火力_小計,自用發電設備發電量_火力_燃煤,自用發電設備發電量_火力_燃油,自用發電設備發電量_火力_燃氣,自用發電設備發電量_再生能源_小計,自用發電設備發電量_再生能源_慣常水力,自用發電設備發電量_再生能源_地熱,自用發電設備發電量_再生能源_太陽光電,自用發電設備發電量_再生能源_風力,自用發電設備發電量_再生能源_生質能,自用發電設備發電量_再生能源_廢棄物
202003,百萬度,22066.434925,239.25623,18414.132643,9601.377872,348.367325,8464.387446,2230.35484,1182.691212,245.824936,0.097378,462.993286,163.886516,18.989751,290.899345,14600.81719,239.25623,11817.131395,5062.088784,247.439958,6507.602653,2230.35484,314.074725,237.417035,0,14.860095,61.797595,4065.196181,3862.059637,1940.000666,1922.058971,203.136544,8.405422,0,93.237603,101.493519,3400.421554,2734.941611,2599.288422,100.927367,34.725822,665.479943,0.002479,0.097378,354.895588,0.595402,18.989751,290.899345
202004,百萬度,20949.170909,225.731,17298.159024,9551.933916,270.945644,7475.279464,2269.25938,1156.021505,218.327787,0.436792,485.581977,178.48085,16.516112,256.677987,14378.162843,225.731,11587.099162,5328.627398,168.515085,6089.956679,2269.25938,296.073301,210.896399,0,19.324544,65.852358,3264.769421,3117.460042,1764.978314,1352.481728,147.309379,7.429628,0,27.953118,111.926633,3306.238645,2593.59982,2458.328204,102.430559,32.841057,712.638825,0.00176,0.436792,438.304315,0.701859,16.516112,256.677987
202005,百萬度,23854.4938,238.309,20145.770518,11193.645116,288.365515,8663.759887,2272.01029,1198.403992,312.07247,0.131196,517.331111,85.033385,15.443306,268.392524,16300.473019,238.309,13435.664051,6244.199348,188.309678,7003.155025,2272.01029,354.489678,307.414432,0,22.37193,24.703316,3939.543919,3841.026583,2212.26592,1628.760663,98.517336,4.651161,0,33.711724,60.154451,3614.476862,2869.079884,2737.179848,100.055837,31.844199,745.396978,0.006877,0.131196,461.247457,0.175618,15.443306,268.392524
202006,百萬度,25270.643299,279.188,20783.632452,11934.013475,285.562033,8564.056944,2851.93031,1355.892537,359.240398,0.166574,545.202594,149.962992,12.268448,289.051531,17381.922086,279.188,13841.727432,6788.97511,204.522577,6848.229745,2851.93031,409.076344,347.309712,0,27.630523,34.136109,3999.06342,3817.946082,2145.970443,1671.975639,181.117338,11.927007,0,53.487111,115.70322,3889.657793,3123.958938,2999.067922,81.039456,43.85156,765.698855,0.003679,0.166574,464.08496,0.123663,12.268448,289.051531
202007,百萬度,27120.154092,304.075,22542.712827,13069.706139,449.645118,9023.36157,2932.56843,1340.797835,278.437295,0.165135,619.620406,106.117066,14.141285,322.316648,18984.206269,304.075,15426.93162,7815.651286,324.131087,7287.149247,2932.56843,320.631219,264.253118,0,31.062993,25.315108,4035.906911,3902.161791,2203.421023,1698.740768,133.74512,14.181458,0,38.980072,80.58359,4100.040912,3213.619416,3050.63383,125.514031,37.471555,886.421496,0.002719,0.165135,549.577341,0.218368,14.141285,322.316648
202008,百萬度,26277.250633,310.09666,21869.762466,12781.497113,415.856857,8672.408496,2918.1509,1179.240607,208.48842,0.152303,582.31074,67.948385,7.932673,312.408086,18566.641153,310.09666,15083.094281,7591.730446,290.172758,7201.191077,2918.1509,255.299312,200.580115,0,31.064647,23.65455,3720.622454,3630.427637,2182.40046,1448.027177,90.194817,7.907185,0,38.220114,44.067518,3989.987026,3156.240548,3007.366207,125.684099,23.190242,833.746478,0.00112,0.152303,513.025979,0.226317,7.932673,312.408086
202009,百萬度,24890.266561,282.376,20634.773002,12248.69469,426.01899,7960.059322,2773.92863,1199.188929,224.023969,0.178206,546.65011,110.792209,10.247709,307.296726,16949.683111,282.376,13606.327086,7101.012041,318.372084,6186.942961,2773.92863,287.051395,216.31127,0,26.183948,44.556177,3971.416979,3845.62754,2100.438697,1745.188843,125.789439,7.659918,0,52.232267,65.897254,3969.166471,3182.818376,3047.243952,107.646906,27.927518,786.348095,0.052781,0.178206,468.233895,0.338778,10.247709,307.296726
202010,百萬度,23568.08558,297.672,18758.314871,9995.229749,361.771055,8401.314067,2953.92065,1558.178059,303.776324,0.192357,596.764966,366.806458,16.419305,274.218649,15943.897934,297.672,12252.55158,5292.961268,234.772567,6724.817745,2953.92065,439.753704,295.139061,0,15.418363,129.19628,3850.16214,3535.372586,1887.28835,1648.084236,314.789554,8.581043,0,70.385048,235.823463,3774.025506,2970.390705,2814.980131,126.998488,28.412086,803.634801,0.05622,0.192357,510.961555,1.786715,16.419305,274.218649
202011,百萬度,22453.607149,250.323,18176.622667,9155.617855,343.278961,8677.725851,2627.21818,1399.443302,203.909321,0.142109,582.487505,315.024382,15.67047,282.209515,15303.338231,250.323,12103.190723,4914.900353,229.883233,6958.407137,2627.21818,322.606328,200.176948,0,19.581279,102.848101,3561.924782,3239.056671,1550.255783,1688.800888,322.868111,3.644325,0,108.990275,210.233511,3588.344136,2834.375273,2690.461719,113.395728,30.517826,753.968863,0.088048,0.142109,453.915951,1.94277,15.67047,282.209515
202012,百萬度,22529.542556,257.477,18795.927375,9315.396542,482.002719,8998.528114,2095.2026,1380.935581,231.130587,0.063919,397.276438,389.537619,47.660102,315.266916,15123.095199,257.477,12389.030427,5077.610191,361.82896,6949.591276,2095.2026,381.385172,229.212476,0,24.282064,127.890632,3810.625661,3468.637604,1455.575351,2013.062253,341.988057,1.822306,0,92.797312,247.368439,3595.821696,2938.259344,2782.211,120.173759,35.874585,657.562352,0.095805,0.063919,280.197062,14.278548,47.660102,315.266916
202101,百萬度,22429.438851,257.731,18035.843732,9135.378075,444.511994,8455.953663,2822.81501,1313.049109,218.253131,0,452.014174,283.240085,20.078311,339.463407,15405.187461,257.731,11978.451577,5043.725699,299.915221,6634.810657,2822.81501,346.189874,216.648482,0,30.154863,99.386529,3377.024387,3095.592583,1316.26556,1779.327023,281.431804,1.520999,0,97.138427,182.772377,3647.227003,2961.799572,2775.386816,144.596773,41.815983,685.427431,0.08365,0,324.720884,1.081179,20.078311,339.463407
202102,百萬度,19142.748542,247.635,15125.151958,8240.219199,364.060792,6520.871967,2684.82261,1085.138974,181.838678,0,404.147862,181.969316,15.042317,302.140801,13234.582407,247.635,10025.81068,4505.211931,268.901707,5251.697042,2684.82261,276.314117,180.217205,0,31.823758,64.273154,2615.682374,2399.894915,1165.945591,1233.949324,215.787459,1.514792,0,97.512996,116.759671,3292.483761,2699.446363,2569.061677,95.159085,35.225601,593.037398,0.106681,0,274.811108,0.936491,15.042317,302.140801
202103,百萬度,22803.210394,257.044,18393.872861,9300.618335,416.354586,8676.89994,2933.73846,1218.555073,165.673981,0.51950443,551.862149,195.630209,18.778841,286.090389,15430.320618,257.044,11988.72551,4921.958344,314.708135,6752.059031,2933.73846,250.812648,162.438891,0,23.763811,64.609946,3591.369752,3345.839617,1456.40142,1889.438197,245.530135,3.219176,0.51206943,111.529564,130.269326,3781.520024,3059.307734,2922.258571,101.646451,35.402712,722.21229,0.015914,0.007435,416.568774,0.750937,18.778841,286.090389
202104,百萬度,22530.603436,245.801,18767.894519,10111.667513,328.712776,8327.51423,2262.0981,1254.809817,138.709287,0.51206943,654.889449,183.962379,16.993702,259.742931,15746.565341,245.801,12998.933891,6000.103634,230.816576,6768.013681,2262.0981,239.73235,135.673349,0,37.10392,66.955081,3244.024134,3012.645667,1480.1836,1532.462067,231.378467,3.035938,0.51206943,111.712949,116.117511,3540.013961,2756.314961,2631.380279,97.8962,27.038482,783.699,0,0,506.07258,0.889787,16.993702,259.742931
202105,百萬度,26217.458145,298.187,22175.070513,12353.916394,441.844013,9379.310106,2398.5825,1345.618132,150.609099,0.51206943,768.760557,121.098585,15.962128,288.675694,17731.830822,298.187,14819.420346,7289.63641,321.649036,7208.1349,2398.5825,215.640976,145.405216,0,42.727402,27.508358,4313.488667,4093.479842,1950.54125,2142.938592,220.008825,5.203883,0.51206943,120.9375,93.355373,4172.138656,3262.170325,3113.738734,120.194977,28.236614,909.968331,0,0,605.095655,0.234854,15.962128,288.675694
202106,百萬度,25691.569227,259.095,21300.601507,12001.241641,465.990839,8833.369027,2723.63451,1408.23821,293.44125,0.51206943,670.630494,116.69629,15.926932,311.031174,17396.912732,259.095,14062.569348,6837.127697,343.500105,6881.941546,2723.63451,351.613874,285.02336,0,33.678531,32.911983,4179.480945,3948.774845,2037.85854,1910.916305,230.7061,8.41789,0.51206943,138.174652,83.601488,4115.17555,3289.257314,3126.255404,122.490734,40.511176,825.918236,0,0,498.777311,0.182819,15.926932,311.031174
202107,百萬度,27660.681732,299.997,23595.67539,13035.562489,492.620305,10067.492596,2158.10921,1606.900132,313.52325,0.51206943,840.216047,121.458568,16.247645,314.942553,18541.427129,299.997,15705.989614,7585.426699,375.406288,7745.156627,2158.10921,377.331305,299.383819,0,42.306687,35.640799,4696.097639,4450.272133,2173.33779,2276.934343,245.825506,14.139431,0.51206943,145.600273,85.573733,4423.156964,3439.413643,3276.798,117.214017,45.401626,983.743321,0,0,652.309087,0.244036,16.247645,314.942553
202108,百萬度,26846.578756,281.157,22802.955394,12833.421488,414.624772,9554.909134,2118.26767,1644.198692,568.593703,0.51206943,673.343322,71.22528,14.429084,316.095233,18184.250433,281.157,15177.061187,7463.735583,302.442759,7410.882845,2118.26767,607.764576,552.502606,0,35.11249,20.14948,4520.80117,4317.080816,2221.21147,2095.869346,203.720354,16.085419,0.51206943,136.279002,50.843863,4141.527153,3308.813391,3148.474435,112.182013,48.156943,832.713762,0.005678,0,501.95183,0.231937,14.429084,316.095233
202109,百萬度,26419.761132,251.967,22476.438977,12670.508684,539.755354,9266.174939,2118.3432,1573.011955,378.763085,0.51206943,794.212488,74.493897,16.505388,308.525027,17941.831597,251.967,15144.341813,7720.881935,429.928923,6993.530955,2118.3432,427.179584,363.732719,0,42.169305,21.27756,4418.770156,4207.278133,1986.34584,2220.932293,211.492023,14.982143,0.51206943,142.846829,53.150981,4059.159379,3124.819031,2963.280909,109.826431,51.711691,934.340348,0.048223,0,609.196354,0.065356,16.505388,308.525027
202110,百萬度,25577.984007,304.77,21183.690181,10599.298762,603.68977,9980.701649,2148.19284,1941.330986,536.377454,1.84304,883.120428,226.664892,16.493052,276.832119,16548.816179,304.77,13450.611,5577.966351,505.629177,7367.015472,2148.19284,645.242339,519.253578,0,35.474697,90.514064,4896.10818,4607.054852,2033.669944,2573.384908,289.053328,17.093407,1.84304,134.378272,135.738608,4133.059648,3126.024329,2987.662467,98.060593,40.301269,1007.035319,0.030469,0,713.267459,0.41222,16.493052,276.832119
202111,百萬度,22840.564407,250.116,19595.236815,9377.92695,501.110088,9716.199777,1439.13986,1556.071732,308.272943,1.859038,671.456494,280.581733,15.135153,278.766371,15158.441126,250.116,13024.241045,5290.684918,427.797577,7305.75855,1439.13986,444.944221,297.235668,0,29.860477,117.848076,3998.08205,3703.685081,1335.43597,2368.249111,294.396969,10.287387,1.859038,120.245721,162.004823,3684.041231,2867.310689,2751.806062,73.312511,42.192116,816.730542,0.749888,0,521.350296,0.728834,15.135153,278.766371
202112,百萬度,22859.322128,230.525,19083.802999,9186.541974,317.857618,9579.403407,1980.20361,1564.790519,220.606674,1.779846,605.537065,400.456974,14.201765,322.208195,15357.274708,230.525,12739.998656,5198.544082,236.746147,7304.708427,1980.20361,406.547442,219.01546,0,28.334609,159.197373,3749.786589,3380.011503,1144.725968,2235.285535,369.775086,1.45104,1.779846,126.068901,240.475299,3752.260831,2963.79284,2843.271924,81.111471,39.409445,788.467991,0.140174,0,451.133555,0.784302,14.201765,322.208195
202201,百萬度,22422.872265,219.218,18442.294478,8806.35243,379.65413,9256.287918,2218.84313,1542.516657,277.87171,2.15588,490.132128,428.677406,18.736909,324.942624,15212.068894,219.218,12304.671781,5127.63237,304.516139,6872.523272,2218.84313,469.335983,272.502,0,28.428851,168.405132,3873.457198,3487.485974,1161.477447,2326.008527,385.971224,5.189831,2.15588,119.237379,259.388134,3337.346173,2650.136723,2517.242613,75.137991,57.756119,687.20945,0.179879,0,342.465898,0.88414,18.736909,324.942624
202202,百萬度,19952.916431,228.815,16001.947933,8159.298657,343.882984,7498.766292,1923.26616,1798.887338,556.961916,1.87591,560.112713,370.823015,16.143942,292.969841,13819.066881,228.815,10953.69741,4903.705012,265.650076,5784.342322,1923.26616,713.288311,547.468335,0,24.722317,141.097659,3252.227284,2891.661578,1226.434495,1665.227083,360.565706,8.063579,1.86935,121.914609,228.718167,2881.622266,2156.588945,2029.15915,78.232908,49.196887,725.033321,1.430002,0.00656,413.475787,1.007189,16.143942,292.969841
202203,百萬度,22975.716357,257.31,19610.307357,9619.888146,525.723832,9464.695379,1366.95027,1741.14873,568.099845,2.1741,638.556899,229.032567,18.135759,285.149559,15405.139471,257.31,13113.465189,5559.91614,453.073955,7100.475094,1366.95027,667.414012,555.555353,0,27.781809,84.07685,4414.290176,4102.896652,1833.335097,2269.561555,311.393524,12.030333,2.10018,152.666153,144.596857,3156.28671,2393.945516,2226.636909,72.649877,94.65873,762.341194,0.514159,0.07392,458.108937,0.35886,18.135759,285.149559
202204,百萬度,22946.736226,257.277,18779.983628,10164.3339,394.602268,8221.04746,1964.50456,1944.971038,564.67356,1.993271,860.583441,227.175275,14.654234,275.891258,16136.168036,257.277,13234.941691,6831.984911,311.250487,6091.706293,1964.50456,679.444785,550.787358,0,40.870599,87.786828,3595.871474,3278.806616,1192.51163,2086.294986,317.064858,13.407173,1.916631,163.225168,138.515887,3214.696716,2266.235321,2139.837359,83.351781,43.046181,948.461395,0.479029,0.07664,656.487674,0.87256,14.654234,275.891258
202205,百萬度,24417.384056,246.258,19822.20045,10725.905981,338.531737,8757.762732,2206.27827,2142.647336,775.534363,2.193215,882.835697,179.712789,15.849192,286.52208,17258.901221,246.258,13927.556391,6791.339131,252.827098,6883.390162,2206.27827,878.80856,766.022777,0,30.688576,82.097207,3742.18954,3482.414688,1664.77197,1817.642718,259.774852,9.189534,1.991295,151.585546,97.008477,3416.293295,2412.229371,2269.79488,85.704639,56.729852,1004.063924,0.322052,0.20192,700.561575,0.607105,15.849192,286.52208
202206,百萬度,25642.621384,271.011,21125.355511,11243.889743,362.943082,9518.522686,2119.9599,2126.294973,818.895986,1.951032,830.481706,158.15016,7.696273,309.119816,17976.771444,271.011,14710.952222,6993.702568,290.831834,7426.41782,2119.9599,874.848322,802.087744,0,38.484461,34.276117,4385.304255,4072.28454,2070.23645,2002.04809,313.019715,16.385319,1.757272,171.362197,123.514927,3280.545685,2342.118749,2179.950725,72.111248,90.056776,938.426936,0.422923,0.19376,620.635048,0.359116,7.696273,309.119816
202207,百萬度,28143.210416,278.722,23622.826907,12417.015384,465.022995,10740.788528,2165.96824,2075.693269,440.204492,1.242538,1184.938094,101.89216,5.457612,341.958373,19616.695181,278.722,16684.702146,7950.027268,393.780088,8340.89479,2165.96824,487.302795,419.51265,0,44.36466,23.425485,4788.579626,4504.367456,2225.974352,2278.393104,284.21217,20.265286,1.067338,184.585242,78.294304,3737.935609,2433.757305,2241.013764,71.242907,121.500634,1304.178304,0.426556,0.1752,955.988192,0.172371,5.457612,341.958373
202208,百萬度,27448.318199,279.453,23313.143452,12237.344149,504.915035,10570.884268,2179.15085,1676.570897,242.916671,2.093254,1030.520642,58.878625,5.07719,337.084516,19241.050141,279.453,16496.168464,7966.971868,441.474452,8087.722144,2179.15085,286.277827,231.660102,0,42.350929,12.266796,4848.051195,4591.534631,2221.5978,2369.936831,256.516564,10.760547,1.878694,197.370723,46.506601,3359.216863,2225.440357,2048.774481,63.440583,113.225293,1133.776506,0.496022,0.21456,790.79899,0.105228,5.07719,337.084516
202209,百萬度,24792.348436,275.804,20207.380813,10117.032372,363.780003,9726.568438,2113.49978,2195.663843,452.679153,2.047389,1166.774668,249.477167,6.102879,318.582587,16709.638305,275.804,13762.171025,5990.770401,286.856698,7484.543926,2113.49978,558.1635,439.489742,0,38.560642,80.113116,4489.049367,4123.223785,1985.366623,2137.857162,365.825582,12.701631,1.777149,182.279917,169.066885,3593.660764,2321.986003,2140.895348,76.923305,104.16735,1271.674761,0.48778,0.27024,945.934109,0.297166,6.102879,318.582587
202210,百萬度,24149.119013,266.568,19354.938974,9434.426353,277.146523,9643.366098,2164.71074,2362.901299,467.918517,2.265536,1120.482448,481.36435,15.659463,275.210984,15571.434954,266.568,12524.346533,4541.654844,228.55691,7754.134779,2164.71074,615.809681,457.057545,0,32.726028,126.026108,4255.248127,3728.652077,1908.762748,1819.889329,526.59605,10.488241,2.021311,159.591472,354.495025,4322.435932,3101.940364,2984.008761,48.589613,69.34199,1220.495568,0.372731,0.244225,928.164948,0.843217,15.659463,275.210984
202211,百萬度,22787.452764,238.809,18775.37804,9533.816368,263.630162,8977.93151,1856.71965,1916.546074,381.610397,2.269419,900.544351,344.249858,16.412369,271.45968,14945.049456,238.809,12359.278968,5167.473758,192.257703,6999.547507,1856.71965,490.241838,371.877855,0,28.839775,89.524208,3877.222622,3470.303715,1562.85749,1907.446225,406.918907,9.292621,2.036365,141.176625,254.413296,3965.180686,2945.795357,2803.48512,71.372459,70.937778,1019.385329,0.439921,0.233054,730.527951,0.312354,16.412369,271.45968
202212,百萬度,22475.210679,242.948,18436.232429,8577.253342,229.664677,9629.31441,1474.97244,2321.05781,289.136054,2.746166,1011.025102,713.627408,18.286081,286.236998,13888.516174,242.948,11676.961875,4096.509042,165.029626,7415.423207,1474.97244,493.633859,287.197199,0,28.717153,177.719507,4608.730027,3930.826484,1792.224148,2138.602336,677.903543,1.523993,2.248025,138.882042,535.249482,3977.964478,2828.44407,2688.520152,64.635051,75.288867,1149.520408,0.414862,0.498141,843.425907,0.658419,18.286081,286.236998
202301,百萬度,20446.582075,254.414,16320.663292,7672.144829,321.148874,8327.369589,2146.09313,1725.411653,261.801378,2.503616,647.873651,496.708592,18.060049,298.464367,13483.742865,254.414,10651.871859,3804.96511,248.049343,6598.857406,2146.09313,431.363876,258.71935,0,28.84513,143.799396,3715.348944,3218.806967,1560.998112,1657.808855,496.541977,2.636444,2.116834,138.890619,352.89808,3247.490266,2449.984466,2306.181607,73.099531,70.703328,797.5058,0.445584,0.386782,480.137902,0.011116,18.060049,298.464367
202302,百萬度,19738.258744,236.975,15759.077644,6968.792709,292.08229,8498.202645,1977.03377,1765.17233,237.614506,1.907877,802.780191,422.894884,15.140211,284.834661,12492.891601,236.975,9905.758555,3514.121985,241.428469,6150.208101,1977.03377,373.124276,233.817738,0,24.344882,114.961656,3974.96061,3529.6726,1259.24892,2270.42368,445.28801,3.376273,1.773842,132.344207,307.793688,3270.406533,2323.646489,2195.421804,50.653821,77.570864,946.760044,0.420495,0.134035,646.091102,0.13954,15.140211,284.834661
202303,百萬度,22125.274998,260.061,18059.020644,8602.201787,242.060778,9214.758079,1791.57866,2014.614694,243.315473,2.067815,883.623203,576.871149,20.446084,288.29097,13857.53153,260.061,11451.28069,4457.695276,177.595102,6815.990312,1791.57866,354.61118,234.754506,0,34.088603,85.768071,4888.915166,4189.411344,1866.69401,2322.717334,699.503822,8.227445,1.994741,198.179852,491.101784,3378.828302,2418.32861,2277.812501,64.465676,76.050433,960.499692,0.333522,0.073074,651.354748,0.001294,20.446084,288.29097
202304,百萬度,21922.123553,242.443,18934.341179,10104.091597,242.371978,8587.877604,709.37703,2035.962344,176.332736,2.079642,1172.06383,405.21132,17.624152,262.650664,14345.037971,242.443,13125.256111,6419.77099,174.700838,6530.784283,709.37703,267.96183,173.39897,0,35.224161,59.338699,4375.767757,3788.088322,1803.10369,1984.984632,587.679435,2.672234,1.762122,237.465925,345.779154,3201.317825,2020.996746,1881.216917,67.67114,72.108689,1180.321079,0.261532,0.31752,899.373744,0.093467,17.624152,262.650664
202305,百萬度,24044.292558,242.893,20635.124073,11206.459912,250.284427,9178.379734,1190.61391,1975.661575,209.331909,2.119951,1154.915027,284.808081,17.71174,306.774867,15531.979286,242.893,13801.191284,6828.611666,183.989394,6788.590224,1190.61391,297.281092,203.77905,0,38.478315,55.023727,4625.326062,4132.841949,1843.02572,2289.816229,492.484113,5.320845,1.534197,255.845084,229.783987,3886.98721,2701.09084,2534.822526,66.295033,99.973281,1185.89637,0.232014,0.585754,860.591628,0.000367,17.71174,306.774867
202306,百萬度,25316.40315,247.071,21685.035423,12228.493388,330.705392,9125.836643,1412.71261,1971.584117,303.912551,1.090186,1223.382664,128.847216,17.05999,297.29151,16548.219874,247.071,14535.380576,7359.032679,276.050666,6900.297231,1412.71261,353.055688,294.779081,0,38.942736,19.333871,4659.120483,4279.934841,2154.83207,2125.102771,379.185642,8.826119,0.782392,260.115152,109.461979,4109.062793,2869.720006,2714.628639,54.654726,100.436641,1239.342787,0.307351,0.307794,924.324776,0.051366,17.05999,297.29151
202307,百萬度,27092.903239,268.105,23186.263718,12597.246144,435.707321,10153.310253,1454.8392,2183.695321,342.293842,1.523293,1337.211657,170.769668,17.812448,314.084413,18057.62614,268.105,15929.449508,7671.992503,384.100807,7873.356198,1454.8392,405.232432,333.493743,0,39.837975,31.900714,4720.441768,4296.967037,2120.08117,2176.885867,423.474731,8.277479,1.124772,275.203926,138.868554,4314.835331,2959.847173,2805.172471,51.606514,103.068188,1354.988158,0.52262,0.398521,1022.169756,0.0004,17.812448,314.084413
202308,百萬度,26698.585106,256.857,22565.228703,11915.002314,383.993494,10266.232895,1455.53946,2420.959943,610.540831,1.304299,1227.485285,265.340434,11.324878,304.964216,17609.332057,256.857,15219.461251,7197.762989,338.925498,7682.772764,1455.53946,677.474346,599.145954,0.26302,35.260762,42.80461,4876.965028,4381.640523,1913.90841,2467.732113,495.324505,10.863598,0.865001,261.066278,222.529628,4212.288021,2964.126929,2803.330915,45.067996,115.728018,1248.161092,0.531279,0.176278,931.158245,0.006196,11.324878,304.964216
202309,百萬度,25476.636454,261.133,21283.744327,11481.040686,377.254661,9425.44898,1403.97511,2527.784017,718.824542,1.735044,1362.788167,142.889151,18.351868,283.195245,16725.788852,261.133,14291.619227,6665.097755,340.403997,7286.117475,1403.97511,769.061515,707.751317,0.373623,35.216906,25.719669,4564.785182,4160.583658,2139.70849,2020.875168,404.201524,10.565515,0.960476,275.506051,117.169482,4186.06242,2831.541442,2676.234441,36.850664,118.456337,1354.520978,0.50771,0.400945,1052.06521,0,18.351868,283.195245
